0.048132,0.70234,1
-0.095612,0.67892,1
-0.21985,0.68934,1
-0.38012,0.50987,1
-0.51943,0.46087,1
-0.53012,0.21564,1
-0.40321,0.038921,1
-0.31025,-0.18812,1
0.021874,-0.40956,1
0.13784,-0.51765,1
0.38921,-0.57021,1
0.53312,-0.52598,1
0.64398,-0.24987,1
0.74125,-0.19034,1
0.55032,0.49034,1
0.32745,0.58912,1
0.17123,0.54289,1
-0.041234,0.81921,1
-0.17893,0.70321,1
-0.48321,0.63798,1
-0.61034,0.60087,1
-0.63321,0.33987,1
-0.59812,0.009876,1
-0.42567,-0.27689,1
-0.12098,-0.40123,1
0.20678,-0.60745,1
0.47234,-0.54098,1
0.67921,-0.54098,1
-0.14421,0.55089,1
-0.29912,0.78345,1
-0.27087,0.96632,1
-0.16645,0.80567,1
-0.17893,0.65234,1
-0.28798,0.47789,1
-0.36845,0.31721,1
-0.30512,0.031786,1
-0.24134,-0.21034,1
-0.06845,-0.18021,1
0.058912,-0.15987,1
0.22456,-0.41689,1
0.28765,-0.22456,1
0.47812,-0.18021,1
0.63987,-0.13645,1
0.45512,0.017289,1
0.62298,0.16321,1
0.57087,0.27345,1
0.72034,0.44912,1
0.21845,0.53012,1
0.43712,0.67598,1
0.31678,0.69712,1
0.13212,0.58021,1
-0.011234,0.40487,1
-0.097634,0.55812,1
-0.21345,0.36089,1
-0.21345,0.17845,1
-0.44421,0.22234,1
-0.22512,-0.012345,1
-0.14421,-0.26798,1
0.17845,0.93987,0
0.21845,0.78534,0
0.29312,0.62456,0
0.50123,0.76312,0
0.61012,0.73398,0
0.59845,0.60234,0
0.76087,0.50798,0
0.92123,0.36912,0
0.81789,0.28145,0
0.95678,0.091234,0
0.93321,0.018765,0
0.85812,-0.076543,0
0.89234,-0.20123,0
0.84645,-0.36189,0
0.82312,-0.51598,0
0.78845,-0.55212,0
0.58712,-0.73545,0
0.51234,-0.58912,0
0.46098,-0.41387,0
0.34567,-0.57445,0
0.28234,-0.76521,0
0.080987,-0.75087,0
0.14321,-0.57445,0
-0.13812,-0.44321,0
-0.41456,-0.40712,0
-0.39721,-0.25398,0
-0.74921,-0.25398,0
-0.70312,0.046543,0
-0.76098,0.29512,0
-0.70312,0.68987,0
-0.40921,0.71178,0
-0.38634,0.92321,0
-0.51398,0.90898,0
-0.55421,0.71178,0
0.097634,0.78534,0
0.051234,0.92321,0
-0.11098,0.99678,0
-0.08721,1.1134,0
0.28234,1.0912,0
0.39123,0.82898,0
0.63321,0.89487,0
0.81845,0.66812,0
0.66845,0.64621,0
1.0658,0.10521,0
-0.051234,-0.57445,0
-0.24134,-0.63321,0
-0.15512,-0.36289,0
-0.49512,-0.29678,0
-0.47298,-0.12845,0
-0.29421,-0.055987,0
-0.61678,-0.063456,0
-0.66898,-0.20845,0
-0.60512,-0.41387,0
-0.73298,-0.076543,0
-0.83612,0.31721,0
-0.72678,0.54312,0
-0.59987,0.49921,0
-0.49034,1.0045,0
-0.011234,1.0045,0
0.62798,-0.025456,0
